listing_id,price_confirmed,price_on_request,area_util_sqm,area_lote_sqm,num_bathrooms,condition,heating,energy_certificate,has_parking,has_terrace,has_balcony,has_garden,has_pool,has_storage,is_new_development,is_luxury,is_offmarket,typology_code,advertiser_commercial_name,advertiser_type,ami_license,ad_reference,external_url,description_full,has_ai_photos,scraped_at
35090515,,False,481.0,3.92,9,Segunda mão/bom estado,,Classe energética:,True,True,False,True,True,True,True,False,False,chalet,Coldwell Banker Luxus Lisboa,Profissional,AMI 1032,CB02-0414,https://www.coldwellbanker.pt/pt/detalhe-propriedade/378003,"Onde a Serra de Sintra Encontra o Atlântico

Algumas propriedades impressionam pelo que têm. Outras distinguem-se pelo lugar que ocupam. Esta reúne ambas as qualidades.

Inserida num terreno com 3.920 m², numa das localizações mais preservadas e autênticas da costa de Sintra, esta notável propriedade beneficia de uma vista atlântica absolutamente desafogada, onde o horizonte parece prolongar-se infinitamente e a natureza continua a definir a envolvente.

Entre a Serra de Sintra, classificada como Património Mundial pela UNESCO, e o Oceano Atlântico, encontra-se um dos atributos mais difíceis de encontrar nos dias de hoje: espaço. Espaço para respirar, contemplar, receber e viver. Uma privacidade que o tempo e a crescente pressão urbanística transformaram num bem cada vez mais raro.

Esta não é apenas uma casa junto ao mar. É uma propriedade que domina a paisagem.

Integralmente renovada e apresentada ao mercado pela primeira vez após a intervenção, revela uma linguagem arquitetónica contemporânea, assente na luminosidade dos espaços, na qualidade dos materiais e numa relação permanente entre interior e exterior.

A área social foi concebida em torno da paisagem. As amplas salas de estar e de jantar abrem-se para os terraços e para a zona da piscina, permitindo que a vista e a luz natural acompanhem o quotidiano em cada divisão. A lareira acrescenta conforto e carácter, enquanto a cozinha, de desenho elegante e funcional, responde às exigências da vida contemporânea sem abdicar da sofisticação.

A residência principal integra cinco amplas suítes distribuídas por dois pisos, assegurando conforto e privacidade para família e convidados. No piso superior encontra-se uma impressionante master suite, concebida como um verdadeiro retiro privado, com generoso walk-in closet, casa de banho privativa e vistas privilegiadas sobre o oceano.

Num piso independente desenvolve-se uma área complementar composta por uma suíte adicional e uma sala polivalente, proporcionando uma versatilidade rara. Um espaço autónomo que poderá acolher família, convidados, equipa residente, escritório privado, ginásio, área de bem-estar ou simplesmente oferecer um nível adicional de conforto e independência.

No exterior, a piscina, os terraços e as zonas ajardinadas integram-se naturalmente na envolvente, beneficiando de excelente exposição solar e de uma sensação de amplitude pouco comum. A propriedade dispõe ainda de zona de refeições ao ar livre, espaço de apoio exterior, garagem fechada para dois automóveis, estacionamento adicional coberto e infraestrutura para carregamento de veículos elétricos.

A poucos minutos da Praia da Adraga, da Praia Grande, do Guincho e do Cabo da Roca, esta localização oferece o privilégio de viver rodeado pela natureza sem abdicar da proximidade de Sintra, Cascais e Lisboa. Um equilíbrio cada vez mais raro entre tranquilidade, acessibilidade e qualidade de vida.

Mais do que uma residência, esta é uma propriedade de carácter singular, definida por atributos que dificilmente serão reproduzidos: a dimensão do terreno, a vista permanente sobre o Atlântico, a privacidade absoluta e a integração harmoniosa numa das paisagens mais extraordinárias de Portugal.

Um lugar onde a natureza continua a ser protagonista e onde cada amanhecer recorda o privilégio de viver entre a serra e o mar.

Uma propriedade rara, definida por atributos que o tempo não multiplica e que o mercado dificilmente volta a oferecer.",True,2026-07-16T15:18:18.392770
34902868,,False,,1.35,4,Segunda mão/bom estado,Aquecimento central,Classe energética:,True,True,False,True,True,True,True,False,False,chalet,Quintela + Penalva | Knight Frank,Profissional,AMI 6182,PROP-34283,,"Moradia T6 com jardim e piscina para venda na Quinta da Beloura, Sintra.
Situada numa zona residencial tranquila e prestigiada, na Quinta da Beloura, esta moradia localiza-se a cerca de 10 minutos do centro de Sintra, com acesso a espaços culturais e de lazer, escolas internacionais, áreas verdes e principais vias rodoviárias, e a 15 minutos do centro de Cascais.

Implantada num lote de 1.350 m2, com amplos espaços exteriores e jardim envolvente, a moradia conta com 470 m2 de área bruta de construção e 315 m2 de área bruta privativa. Desenvolve-se em dois pisos, destacando-se pelas suas áreas generosas e organização funcional.

Organiza-se da seguinte forma:

No piso 0, hall de entrada com ligação à sala de TV, casa de banho social, sala de estar e sala de jantar com recuperador de calor ventilado e digital, cozinha totalmente equipada com garrafeira original e ligação direta à sala, uma suite, zona de arrumos com lavandaria e acesso ao jardim traseiro. As salas, o escritório e o hall beneficiam de vista direta para a piscina. Existe ainda um escritório com acesso independente ao exterior e ao jardim.

No piso 1, a zona mais privada da moradia inclui hall de distribuição, master suite com closet e terraço, três quartos e uma casa de banho de apoio.

No exterior, destaca-se um amplo jardim principal com piscina e zona de refeições ao ar livre, orientado a sul/este, ideal para momentos de lazer. O jardim traseiro dispõe de uma área de recreio com mini campo de basquetebol.

A propriedade conta ainda com arrecadação exterior com cobertura em vidro e estacionamento para 2 a 3 viaturas, equipado com carregador para veículos elétricos.

Características:

- Lote de 1.350 m2
- Área bruta de construção: 470 m2
- Área bruta privativa: 315 m2
- Jardim
- Piscina
- Cozinha equipada com eletrodomésticos Miele
- Bancadas em microcimento
- Recuperador de calor ventilado e digital
- Pavimento em madeira sucupira (piso 0) e carvalho (piso 1)
- Aquecimento central
- Painéis fotovoltaicos
- Escritório com acesso independente
- Zona de lavandaria
- Arrecadação exterior
- Estacionamento para 2 a 3 viaturas
- Carregador para veículos elétricos

Uma solução adequada para quem procura conforto, privacidade e qualidade de vida, a poucos minutos dos principais acessos e serviços.

A Quinta da Beloura situa-se entre Cascais e Sintra, com uma localização privilegiada envolvida pela Serra de Sintra.
É um local tranquilo, exclusivo e privado com vigilância 24 horas onde existem várias actividades de lazer tais como campo de golfe, campos de ténis e padel, hipismo, ginásio Holmes Place e spa. Existem também áreas comerciais como os supermercados Supercor, Lidl, Aldi, farmácia e diversas escolas como a escola Americana CAISL e creche.

Na zona envolvente podemos encontrar diversos hotéis de luxo como o Hotel Penha Longa Resort e o Pestana Sintra Golf Resort & SPA Hotel assim como o campo de Golf da Penha Longa e o Cascaishopping.

Localizada a poucos minutos da vila de Cascais e da vila de Sintra, com acessos facilitados ao centro de Lisboa e ao Aeroporto Humberto Delgado. 
Categoria Energética: C 

ref:PROP-34283.",True,2026-07-16T15:18:26.638245
35080769,,False,260.0,,4,Segunda mão/bom estado,,Classe energética:,True,False,False,False,False,False,True,False,False,home,Valor de Mercado,Profissional,AMI 5222,ZTRE-00069,,"Excelente apartamento T4 com uma área total de 260 m², inserido num prestigiado condomínio fechado na Quinta da Beloura, em Sintra. Com uma área bruta privativa de 208 m² e uma área dependente de 52 m², o imóvel inclui dois lugares de estacionamento e uma arrecadação.

Situado no 1. º andar, este apartamento destaca-se pelas suas ótimas áreas, excelente exposição solar e bom estado de conservação. A disposição dos espaços é funcional e confortável, sendo composto por:

- Hall de entrada
- Sala comum ampla com lareira - 47m2
- 4 quartos com roupeiros embutidos (2 deles suíte) 22m2, 15m2, 15m2, 22m2
- 4 casas de banho
- Cozinha com despensa - 16m2 
- Varandas nos quartos e sala

O condomínio oferece ainda piscina, jardins e agradáveis zonas comuns. Localizado numa zona residencial de grande prestígio, o imóvel está próximo de escolas, comércio, serviços e com ótimos acessos às principais vias da região (N9, A16 e A37). 
Categoria Energética: C 

ref: ZTRE-00069.",True,2026-07-16T15:18:33.853558
33170714,,False,1.14,14.13,5,Segunda mão/bom estado,,Classe energética:,True,False,False,False,False,False,True,False,False,chalet,Lux Properties,Profissional,AMI 10600,LFC88,,"Moradia de luxo com 1.140m2 construídos, compostos por uma Área Privativa de 386,4m2, 523,6m2 de aproveitamento habitável de outras Áreas Construídas (das quais se destacam um amplo ginásio, o luminoso jardim de Inverno e uma Adega com 120m2.

Conta ainda com 230m2 de áreas construídas exteriores, nas quais se inclui uma ruína com muito interessante potencial de investimento.

A propriedade tem 14.130m2 de dimensão, totalmente vedada.

Foi construída com recurso a materiais e acabamentos superiores, com um desenho que cruza de forma perfeita o clássico e a modernidade, amplas áreas e o contacto e comunicação com o exterior.

No seu exterior, conta com um campo de ténis / zona multi-desportiva, uma casa de apoio à agricultura com 140m2 com dois pisos, uma zona de cozinha exterior com 30m2, pomar com mais de 70 árvores de fruto e abundante iluminação exterior por toda a propriedade. Dispõe de dois poços e um furo, sendo totalmente auto-suficiente no abastecimento de água à habitação, jardim e espaços de cultivo.

Conta com 6 quartos, 2 dos quais em suite. 

No seu Piso 0, um luminoso hall de entrada conduz-nos à entrada principal da casa. Neste piso, conta com uma ampla e luminosa sala de estar e jantar, comunicante com o exterior por meio de um imponente alpendre com 270m2, com vista sobre toda a propriedade. Também a cozinha, total e superiormente equipada, acede a este espaço exterior, sobre o jardim.

No seu Piso 1, conta com 3 quartos, um dos quais a sua Suite Master com closet e um WC completo para apoio aos restantes dois.

No Piso -1 (ao nível de Rés-do-Chão na fachada Poente da casa), conta com uma segunda sala de estar, dois amplos quartos, sendo um deles em suite e uma espaçosa divisão interior de arrumos. Ainda neste espaço, acedemos a um fantástico jardim de inverno e ginásio, bem como a duas amplas garagens fechadas, que totalizam 170m2.

No seu Piso -2 encontramos uma adega e arrumos com 120m2 e WC social.

Goza de uma localização privilegiada, no centro de Colares, a 5 minutos da praia, 20 minutos de Cascais e 15 minutos de Sintra. 
Categoria Energética: A 

ref: LFC88.",True,2026-07-16T15:18:40.017150
34320146,,False,,630.0,5,Segunda mão/bom estado,,Classe energética:,False,False,False,False,False,False,True,False,False,chalet,Lux Properties,Profissional,AMI 10600,LFC125,,"Moradia de luxo de construção recente e qualidade absolutamente superior em Cabriz, Sintra.

Está localizada numa nova urbanização consolidada de moradias de luxo em Cabriz, a minutos dos principais acessos a Sintra, Cascais Lisboa ou às fantásticas praias locais.

Conta com 341,50 m2 construídos com recurso aos mais avançados métodos construtivos em betão e materiais e acabamentos de segmento superior.

Orientada a Sul, a sua ampla e luminosa sala de estar conta com excelentes 53,9 m2, em plano aberto com a moderna e superiormente equipada cozinha. Todo este espaço social comunica com o jardim a Sul, por meio das suas janelas sacadas de extraordinárias dimensões e qualidade. Neste espaço encontramos a piscina, um elegante terraço que liga este espaço à sala e um amplo jardim com cuidado desenho paisagístico.

Na sua zona privada conta com três espaçosos quartos em suite, todos com excelentes dimensões e comunicantes com o exterior (uma suite com acesso ao jardim Norte e as restantes comunicantes com o jardim a Sul).

Na sua cave encontramos a ampla garagem com 97 m2 e enorme potencial de aproveitamento para a criação de uma segunda zona social, sala de cinema, ginásio, etc.

Ainda neste piso, uma divisão técnica de arrumos, com WC de apoio completo. 
Categoria Energética: A 

ref: LFC125.",True,2026-07-16T15:18:47.956658
34300580,,False,263.0,1.1,4,Segunda mão/bom estado,,Classe energética:,False,True,False,True,False,True,True,False,False,chalet,Imojoy Real Estate,Profissional,AMI 12689,MORMJC139,,"Fantástica Moradia que se desenvolve num lote de terreno de 1.100 m2, com excelente exposição solar.

Esta moradia proporciona-lhe uma das vistas mais icónicas e encantadoras de Sintra: o majestoso Palácio da Pena, e Castelo dos Mouros.

Situada num local privilegiado, proporciona uma experiência de vida única e inspiradora.

O interior da moradia foi cuidadosamente projetado para proporcionar conforto, beleza e inspiração. Para maximizar a conexão com a paisagem exterior, com espaços amplos e iluminação natural abundante, cada cômodo oferece uma vista deslumbrante, permitindo que você desfrute do espetáculo natural a qualquer hora do dia. 

Além disso, áreas externas, terraço e alpendre convidam a momentos de relaxamento e lazer ao ar livre com especial contemplação do nascer e do pôr do sol.

A moradia Comtempla um belo jardim, com várias árvores de frutos como: ameixas, maçãs, pêssegos, figos e pêras.

O jardim conta também com um anexo, transformado numa charmosa suíte.

Moradia de 2 pisos divididos da seguinte forma:

- Hall de Entrada
- Sala com 40 m2
- Cozinha Equipada com acesso ao exterior e lavandaria
- Despensa/ arrumos,
- 1 WC
- 1 Quarto/Escritório com 10,20 m2

E

- 1 Quarto com 10 m2
- 1 Quarto com 14,80 m2
- 1 Suíte com ar condicionado com 25 m2
- 1 WC Completo
- Zona de circulação com roupeiro

Exterior:
- Anexo ( Suíte ) com 37 m2
- Jardim
- Parqueamento
- Terraço
- Telheiro
- Lavandaria com Termo acumulador
- Anexo/Arrumos com 2 pisos com 21 m2

A moradia está equipada com: Pré- instalação de ar condicionado em toda a casa, Portão automático, Rega automática, Iluminação no jardim ( LEDs ), Fossa Séptica.

A moradia está bem localizada, encontra-se a 3 minutos de farmácia, restaurantes vegano e cozinha internacional, cafés, lavandaria, Ctt, mercado municipal, a 5 minutos da mercearia da aldeia em Janas, a 10 minutos da praia Grande, praia das Maçãs e do Magoito, a 8 minutos do centro de Colares, a 10 minutos do centro histórico de Sintra, entre 18 a 30 minutos tem opção de vários colégios Nacionais e Internacionais como: Salesianos de Manique e Salesianos do Estoril, Colégio João de Deus, Tásis International School, Carlucci American International School, a 35 minutos do aeroporto de Lisboa, a 19 minutos do Cascais Shopping e a 17 minutos do Alegro Sintra Shopping, a 4 minutos a pé pequeno comercio local e zona de lazer Templo de Meditação Kadampa Deuachen.

Viver nesta moradia é estar em contacto diário com a natureza e os encantos da região 
Categoria Energética: C 

ref:MORMJC139.",True,2026-07-16T15:18:54.340698
32929589,,False,,,5,Segunda mão/bom estado,Aquecimento central: Gás,Classe energética:,True,False,True,True,True,True,True,False,False,home,Five Star Properties - Portugal,Profissional,AMI 22398,i-3090-APA-MA,http://www.5star-properties.com/imoveis/show.aspx?idcont=114,"T4 – Terraço – Condomínio fechado junto ao CAISL / TASIS 

Excelente apartamento com 4 suítes e terraço panorâmico, localizado no mais bonito condomínio da Quinta da Beloura II – Beloura Residence. Este condomínio com vigilância 24 horas, fica situado na Quinta da Beloura II, uma zona muito calma junto do centro hípico, ao lado do TASIS e menos de 5 minutos a pé da CAISL (escolas internacionais).

O condomínio de prestígio com apenas 3 pisos distingue-se dos restantes condomínios pela sua frente envidraçada e luminosa e pelos seus grandes terraços. Conta com uma ampla piscina de adultos, uma piscina de crianças, ginásio, Sauna, Banho Turco e sala de jogos para as crianças. 

O apartamento em excelente estado de conservação, tem uma magnífica exposição solar com a sala e um terraço de 46 m2 voltados para poente e vista panorâmica para a Serra de Sintra. Com 203m2 de área bruta privativa, tem uma excelente divisão entre a área social e área mais privada onde se encontram as 4 suítes com roupeiros. A sala com 44 m2 e a cozinha equipada de 18 m2 comunicam entre si e com toda a zona do terraço. 

O apartamento está equipado com condicionado, pré-instalação de aquecimento central, blackouts eléctricos, toldo eléctrico no terraço, uma grande arrecadação com cerca de 15m2 e 2 bons lugares de garagem. 

Na Quinta da Beloura pode encontrar todo o tipo de comércio e serviços, zonas verdes e de lazer, lagos e ainda campo de golfe de 18 buracos, clube de ténis e padel, clube equestre e o clube de fitness Holmes Place. Zona privilegiada, onde estão localizadas duas das melhores Escolas Internacionais - The American School of Switzerland (TASIS) e Carlucci American International School of Lisbon (CAISL). A 10 minutos dos principais centros comerciais CascaiShopping e do Alegro Sintra. Acesso à A16 / A5 em 4 min. A 10 minutos do centro histórico de Sintra, de Cascais e a 20 minutos de Lisboa e do Aeroporto Humberto Delgado.

5SP LDA - AMI 22398.",True,2026-07-16T15:19:01.453965
34589886,,False,128.0,,1,Segunda mão/para recuperar,,Classe energética:,False,False,False,True,False,False,True,False,False,chalet,RODOLFO NATÁRIO - Casas São Paixões,Profissional,AMI 16993,RN001-03838,https://www.rodolfonatario.pt/imovel/RN001-03838,"Bem-vindo ao seu próximo projeto de sonho no coração de Sintra! 

Este T3 num andar de moradia, oferece-lhe a oportunidade de criar a casa à sua medida num dos destinos mais encantadores de Portugal. 

Com uma área de 128 m², esta propriedade é perfeita para famílias que procuram espaço e flexibilidade para crescerem e prosperarem.

A localização é simplesmente perfeita para quem deseja viver cercado pela rica história e beleza natural de Sintra, estando simultaneamente perto de escolas, comércio e serviços, facilitando o seu dia-a-dia. Este apartamento, com três quartos generosos, é o cenário ideal para criar as suas memórias familiares ou mesmo para transformar num investimento de Alojamento Local, dada a sua excelente localização em Sintra.

Apesar de necessitar de obras totais, esta é uma oportunidade fantástica para dar largas à imaginação e personalizar cada detalhe a seu gosto, tornando realidade todas as suas ideias criativas para o lar perfeito. 

O grande trunfo deste apartamento é sem dúvida a área exterior generosa que dispõe — o espaço perfeito para garden parties, brincadeiras ao ar livre com os pequenos, ou simplesmente para relaxar após um dia de trabalho.

Construído em 1957, esta propriedade mantém o charme de uma era passada, enquanto você tem a oportunidade de incorporar detalhes modernos. Apesar de não possuir lugares de estacionamento, a localização central oferece alternativas de transporte convenientes nas proximidades.

Se procura uma oportunidade de investimento única ou deseja um lugar especial onde possa criar um lar que reflete verdadeiramente o seu estilo, não procure mais. Esta é a propriedade que poderá transformar no refúgio dos seus sonhos, rodeado de tudo o que Sintra tem para oferecer. Não hesite em agendar uma visita e transformar este projeto no cenário da sua futura vida familiar.

* Parking gratuito - 200 m
* Supermercado Pingo Doce - 550 m
* Supermercado Auchan - 550 m
* Mercado Municipal - 500 m
* Parque da Portela de Sintra - 350 m
* Miradouro da Correnteza - 700 m
* Escola Secundária de Santa Maria - 500 m
* Aeroporto de Lisboa - 28,9 km
* Campo de Golfe Oitavos Dunes - 21,3 km
* Hospital de Sintra - 3,2 km

Casas São Paixões!",True,2026-07-16T15:19:10.399724
34792887,,False,224.0,438.0,3,Segunda mão/bom estado,,Classe energética:,True,False,True,True,True,False,True,False,False,chalet,Imojoy Real Estate,Profissional,AMI 12689,MORTM014,,"Apresentamos esta exclusiva moradia nova, de arquitetura contemporânea e acabamentos de elevada qualidade, situada numa zona residencial tranquila e muito valorizada de Sintra, onde o conforto, a privacidade e a sofisticação se unem numa experiência habitacional única.
Pensada ao detalhe para proporcionar máximo bem-estar, esta moradia distingue-se pela qualidade construtiva, eficiência energética e pela excelente ligação entre os espaços interiores e exteriores.

Características Principais:
1 suíte + 2 quartos com roupeiros embutidos
Sala ampla e luminosa, com grandes vãos envidraçados
Cozinha moderna totalmente equipada com eletrodomésticos Bosch Série 6
Garagem com zona de lavandaria
Jardim privado cuidadosamente tratado
Piscina exterior com zona de refeições e lazer
Sistema de rega automática
Fachada com isolamento térmico em sistema Capoto
 Conforto, Eficiência e Sustentabilidade:
Painéis fotovoltaicos
Bomba de calor
Ar condicionado em todas as divisões
Elevado desempenho energético
Excelente isolamento térmico e acústico

Localização Premium:
Inserida numa zona residencial calma e prestigiada de Sintra, com:
Proximidade ao centro histórico e à Serra de Sintra
Fácil acesso a comércio, serviços e escolas
Ligações rápidas a Lisboa (IC19 / A16)
Envolvente verde, ideal para quem valoriza tranquilidade e qualidade de vida 
Categoria Energética: A 

ref: MORTM014.",True,2026-07-16T15:19:16.355250
34733301,,False,568.0,11.72,4,Segunda mão/bom estado,,Classe energética:,True,False,False,False,False,False,True,False,False,countryhouse,Hawk - Real Estate Collective,Profissional,AMI 14968,10.15,http://www.hawk.pt/imoveis/show.aspx?idcont=402,"Quinta dos Arcos

No coração de Colares, em Sintra, entre a serenidade da serra e a proximidade do Atlântico, encontra-se esta extraordinária quinta com cerca de 11,000 m2, uma propriedade verdadeiramente rara que combina localização privilegiada, dimensão excecional, vistas icónicas e elevado potencial de valorização.

A poucos minutos da Praia das Maçãs, da Adraga, e Praia Grande, a Quinta dos Arcos oferece o equilíbrio perfeito entre privacidade absoluta e acesso rápido a serviços, comércio e lazer. Inserida num cenário natural de exceção, beneficia de uma envolvente única da Serra de Sintra e de uma vista privilegiada para o Palácio da Pena, um dos símbolos mais emblemáticos de Portugal.

A propriedade é composta por uma casa principal T7, com aproximadamente 220 m², uma casa dos caseiros independente, garagem e um vasto terreno rústico que se estende por mais de 1,1 hectares, criando um verdadeiro refúgio natural com enorme versatilidade de utilização.

A casa principal apresenta áreas amplas, distribuídas por dois pisos que oferecem excelente luminosidade natural e uma estrutura sólida, com numerosas possibilidades de requalificação. A casa dos caseiros acrescenta funcionalidade e flexibilidade, que combinado com a dimensão, localização e enquadramento paisagístico, transforma a Quinta dos Arcos em um investimento que permite diversas abordagens de desenvolvimento.

Inserida numa das zonas mais procuradas de Sintra, com fácil acesso a Lisboa e à linha costeira, esta propriedade distingue-se pela sua raridade e pelo seu potencial.

 A Quinta dos Arcos representa uma oportunidade única de adquirir um património com alma, história e futuro.
 
1 min do centro da Vila de Colares
3 min da Praia Grande
10 min da A5
10 min da Vila de Sintra
20 min de Cascais 
40 min de Lisboa
Perto do Cabo da Roca.",True,2026-07-16T15:19:22.337365
34799823,,False,100.0,,1,Segunda mão/bom estado,,Classe energética:,False,True,False,False,False,True,True,False,False,home,Advisors Portugal,Profissional,AMI 20168,ADV_481,,"Fantástico apartamento T2 localizado na Praia das Maçãs. Com uma área bruta de 100 m², está situado no 1º andar de um prédio sem elevador, numa praceta calma com lugares de estacionamento disponíveis a qualquer hora do dia.

É um apartamento com duas frentes e uma excelente exposição solar, composto por:

- Hall de entrada espaçoso;
- Sala ampla com Lareira e Varanda;
- Varanda com Churrasqueira e Vista Mar;
- Cozinha Equipada;
- Despensa de apoio à cozinha;
- Dois quartos, ambos com roupeiro embutido;
- Casa de Banho completa;

Este imóvel é a solução ideal para uma família ter como habitação permanente, ou casa de férias. Representa também ótima oportunidade de investimento em Alojamento Local, dada a localização privilegiada, a poucos minutos a pé da praia, com vário comércio local e pontos turísticos de interesse.

Venha conhecer!",True,2026-07-16T15:19:28.385823
35049341,,False,,,3,Segunda mão/bom estado,,Classe energética:,True,False,True,True,True,True,True,False,False,home,Quintela + Penalva | Knight Frank,Profissional,AMI 6182,PROP-34633,,"Apartamento T3 inserido em condomínio privado na Quinta da Beloura, com segurança 24 horas, controlo de acessos, piscina, jardim cuidado, sala de jogos, ginásio e sauna. Localizado junto ao campo de golf, este apartamento com 144 m² de área bruta privativa e 53 m² de área bruta dependente destaca-se pelas áreas generosas, exposição solar e potencial de reabilitação. 

Inserido no 3. º piso de um edifício com elevador, o apartamento beneficia de um enquadramento residencial rodeado de natureza e característico da Quinta da Beloura.

Organiza-se da seguinte forma: hall de entrada, casa de banho social e uma divisão que poderá funcionar como escritório ou quarto. Um corredor central faz a ligação entre a cozinha com varanda, e a sala ampla com recuperador de calor e duas varandas francesas. Na zona privada encontra-se uma suíte com roupeiros embutidos, casa de banho e acesso à varanda, um quarto com roupeiros embutidos e uma casa de banho completa de apoio.

Inclui box em garagem para dois carros e arrecadação. A orientação solar sul/sudoeste permite boa entrada de luz natural ao longo do dia e a vista desafogada reforça o ambiente residencial tranquilo da envolvente. 

O imóvel necessita de obras de atualização, apresentando potencial para personalização e valorização.

Características Principais:

- Apartamento T3 - 144m2 ABP / 124m2 Área Útil 
- Exposição solar Sul / Sudoeste 
- Sala ampla com Recuperador de Calor
- Varandas
- 3º Andar em Prédio com Elevador
- Box para 2 carros e Arrecadação 
- Condomínio na Quinta da Beloura
- Segurança 24 horas
- Condomínio Fechado: Piscina, Jardim 
- Potencial de renovação e valorização 

A Quinta da Beloura situa-se entre Cascais e Sintra, com uma localização privilegiada envolvida pela Serra de Sintra.
É um local tranquilo, exclusivo e privado com vigilância 24 horas onde existem várias actividades de lazer tais como campo de golfe, campos de ténis e padel, hipismo, ginásio Holmes Place e spa. Existem também áreas comerciais como os supermercados Supercor, Lidl, Aldi, farmácia e diversas escolas como a escola Americana CAISL e creche.

Na zona envolvente podemos encontrar diversos hotéis de luxo como o Hotel Penha Longa Resort e o Pestana Sintra Golf Resort & SPA Hotel assim como o campo de Golf da Penha Longa e o Cascaishopping.

Localizada a poucos minutos da vila de Cascais e da vila de Sintra, com acessos facilitados ao centro de Lisboa e ao Aeroporto Humberto Delgado. 
Categoria Energética: C 

ref: PROP-34633.",True,2026-07-16T15:19:35.623767
34991407,,False,,487.0,3,Segunda mão/bom estado,,Classe energética:,True,False,False,True,True,False,True,False,False,chalet,Nossa Imobiliária,Profissional,AMI 18965,Mor170JP,https://nossaimobiliaria.pt/Imovel/j0pe2g,"Moradia T4 | Design, Luz e Proximidade ao Mar | Magoito
Na tranquila e valorizada Rua da Monservia, no Magoito, encontra-se esta soberba moradia T4, construída em 2021, onde a arquitetura moderna, os acabamentos premium e a proximidade ao mar se unem para criar uma experiência verdadeiramente diferenciadora.
Com 230 m² de área bruta, implantada num lote de 487 m², esta moradia apresenta-se como nova, com apenas um ano de utilização, refletindo um estado de conservação irrepreensível.

- Distribuição e conceito -
A moradia desenvolve-se em dois pisos, com uma organização funcional e fluida:

Rés do chão:
• Ampla zona social em open space, onde sala e cozinha se integram de forma harmoniosa, privilegiando a luz natural e a convivência;
• Cozinha totalmente equipada, com design moderno e funcional;
• Quarto, ideal para hóspedes, escritório ou apoio;
• Casa de banho completa;
• Arrecadação e casa das máquinas.

1.º piso:
• Três quartos com varanda, todos com roupeiros;
• Suíte, que garante conforto e privacidade;
• Casa de banho completa de apoio aos restantes quartos;
• Hall com acesso a varanda, reforçando a ligação ao exterior.

A ligação entre os dois pisos é feita por uma escada contemporânea, destacada por um impressionante vão vertical com fachada integral em vidro, que atravessa ambos os pisos e enche a casa de luz natural — um verdadeiro elemento arquitetónico diferenciador.

- Conforto e qualidade -
A moradia distingue-se pelos seus acabamentos de elevada qualidade e pelos detalhes pensados para o conforto e praticidade do dia a dia:
• Estores elétricos;
• Sistema de aquecimento a gás e elétrico;
• Materiais premium em toda a construção;
• Excelente eficiência e conforto térmico.

- Exterior e lazer -
No exterior, o imóvel oferece um ambiente cuidado e convidativo:
• Jardim bem tratado, ideal para momentos em família;
• Piscina desmontável com sistema de bomba e filtro, perfeita para os dias mais quentes;
• Espaço amplo com potencial para personalização adicional (zona lounge, churrasqueira, etc.).

- Localização – Magoito -
A apenas 5 minutos da Praia do Magoito, esta moradia permite desfrutar de um estilo de vida onde a natureza e o mar são presença constante.
A zona oferece:
• Ambiente calmo e residencial;
• Proximidade a comércio local e serviços essenciais;
• Acessos facilitados a Sintra, Ericeira e Lisboa;
Uma localização ideal para quem procura qualidade de vida, tranquilidade e proximidade ao mar, sem abdicar da ligação à cidade.

- Uma casa para viver, não apenas habitar -
Esta moradia é mais do que um imóvel — é um espaço pensado para quem valoriza arquitetura, luz, conforto e localização.

Marque já a sua visita com a NOSSA e tenha uma experiência inigualável nesta moradia que poderá ser sua.

É NOSSA. Tão sua quanto minha.
Transparente, acessível, moderna e descomplicada.
Na NOSSA Imobiliária, tratamos cada imóvel com o cuidado de quem trata da sua própria casa.
Acreditamos numa abordagem humana, com imagem cuidada, comunicação autêntica e estratégias à medida — sem o peso das mediadoras tradicionais.
Utilizamos as ferramentas mais eficazes do mercado:
• Fotografias profissionais;
• Visitas virtuais e tours 360º;
• Estudo de mercado detalhado;
• Presença digital pensada para atrair os compradores certos.
Do mercado tradicional ao segmento de luxo, seja habitação ou espaço comercial —
a sua propriedade é NOSSA.
A minha, a sua, a NOSSA Imobiliária.",True,2026-07-16T15:19:41.321959
